N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto,Mes,Dias hasta próxima compra,Hora
550124,2021-04-14 12:41:00,12853.0,United Kingdom,114,328.1,2021-04,76.0,12
550126,2021-04-14 12:43:00,12853.0,United Kingdom,74,129.5,2021-04,0.0,12
561595,2021-07-28 11:22:00,12853.0,United Kingdom,436,897.8,2021-07,104.0,11
561597,2021-07-28 11:26:00,12853.0,United Kingdom,32,126.6,2021-07,0.0,11
561599,2021-07-28 11:29:00,12853.0,United Kingdom,6,47.7,2021-07,0.0,11
542105,2021-01-25 13:35:00,12854.0,United Kingdom,162,389.9,2021-01,,13
549844,2021-04-12 14:17:00,12854.0,United Kingdom,260,420.47,2021-04,77.0,14
567805,2021-09-22 12:15:00,12854.0,United Kingdom,205,514.13,2021-09,162.0,12
536608,2020-12-02 09:37:00,12855.0,United Kingdom,30,38.1,2020-12,,9
570116,2021-10-07 12:38:00,12856.0,United Kingdom,180,393.74,2021-10,,12
571212,2021-10-14 12:53:00,12856.0,United Kingdom,308,603.44,2021-10,7.0,12
573544,2021-10-31 13:11:00,12856.0,United Kingdom,187,356.14,2021-10,17.0,13
575766,2021-11-11 11:06:00,12856.0,United Kingdom,133,264.12,2021-11,10.0,11
577690,2021-11-21 11:34:00,12856.0,United Kingdom,145,349.39,2021-11,10.0,11
580162,2021-12-02 10:52:00,12856.0,United Kingdom,126,213.1,2021-12,10.0,10
543597,2021-02-10 12:32:00,12857.0,United Kingdom,274,801.6,2021-02,,12
553053,2021-05-13 10:20:00,12857.0,United Kingdom,69,304.8,2021-05,91.0,10
571685,2021-10-18 14:15:00,12863.0,United Kingdom,188,521.2,2021-10,,14
561049,2021-07-24 13:03:00,12864.0,United Kingdom,216,147.12,2021-07,,13
562602,2021-08-08 10:11:00,12865.0,Austria,550,981.38,2021-08,,10
576019,2021-11-13 14:31:00,12865.0,Austria,375,586.85,2021-11,97.0,14
545314,2021-03-01 14:11:00,12866.0,Belgium,171,559.12,2021-03,,14
538890,2020-12-14 16:39:00,12867.0,United Kingdom,377,362.79,2020-12,,16
543978,2021-02-14 15:37:00,12867.0,United Kingdom,475,424.16,2021-02,61.0,15
547223,2021-03-21 15:10:00,12867.0,United Kingdom,563,500.34,2021-03,34.0,15
552469,2021-05-09 15:34:00,12867.0,United Kingdom,594,451.25,2021-05,49.0,15
558237,2021-06-27 15:04:00,12867.0,United Kingdom,592,613.91,2021-06,48.0,15
565434,2021-09-04 13:35:00,12867.0,United Kingdom,773,673.29,2021-09,68.0,13
576062,2021-11-13 15:30:00,12867.0,United Kingdom,924,1011.08,2021-11,70.0,15
536523,2020-12-01 12:50:00,12868.0,United Kingdom,112,203.3,2020-12,,12
540981,2021-01-12 15:25:00,12868.0,United Kingdom,168,287.46,2021-01,42.0,15
542389,2021-01-27 14:46:00,12868.0,United Kingdom,119,182.45,2021-01,14.0,14
546683,2021-03-16 09:38:00,12868.0,United Kingdom,147,248.27,2021-03,47.0,9
551994,2021-05-05 15:42:00,12868.0,United Kingdom,276,437.52,2021-05,50.0,15
555743,2021-06-07 10:42:00,12868.0,United Kingdom,106,248.06,2021-06,32.0,10
553350,2021-05-16 13:32:00,12871.0,United Kingdom,80,132.0,2021-05,,13
567144,2021-09-16 15:07:00,12871.0,United Kingdom,120,248.64,2021-09,123.0,15
538086,2020-12-09 14:44:00,12872.0,United Kingdom,203,378.53,2020-12,,14
541268,2021-01-17 10:52:00,12872.0,United Kingdom,116,221.44,2021-01,38.0,10
545431,2021-03-02 14:58:00,12873.0,United Kingdom,128,374.0,2021-03,,14
538420,2020-12-12 12:03:00,12875.0,United Kingdom,1728,293.76,2020-12,,12
560582,2021-07-19 15:30:00,12875.0,United Kingdom,291,49.47,2021-07,219.0,15
554938,2021-05-27 13:34:00,12876.0,Belgium,651,726.43,2021-05,,13
571030,2021-10-13 12:26:00,12876.0,Belgium,1290,1491.59,2021-10,138.0,12
539213,2020-12-16 12:23:00,12877.0,United Kingdom,170,150.06,2020-12,,12
541181,2021-01-14 11:50:00,12877.0,United Kingdom,36,100.2,2021-01,28.0,11
544923,2021-02-24 17:14:00,12877.0,United Kingdom,16,79.2,2021-02,41.0,17
547879,2021-03-27 16:03:00,12877.0,United Kingdom,60,83.16,2021-03,30.0,16
548634,2021-04-01 12:26:00,12877.0,United Kingdom,34,87.1,2021-04,4.0,12
551895,2021-05-05 10:22:00,12877.0,United Kingdom,28,89.4,2021-05,33.0,10
554135,2021-05-23 09:58:00,12877.0,United Kingdom,44,92.92,2021-05,17.0,9
556914,2021-06-15 13:34:00,12877.0,United Kingdom,177,276.79,2021-06,23.0,13
562567,2021-08-07 11:40:00,12877.0,United Kingdom,140,100.4,2021-08,52.0,11
567826,2021-09-22 13:05:00,12877.0,United Kingdom,117,101.14,2021-09,46.0,13
576560,2021-11-15 13:21:00,12877.0,United Kingdom,218,275.74,2021-11,54.0,13
580760,2021-12-06 10:30:00,12877.0,United Kingdom,138,99.66,2021-12,20.0,10
547002,2021-03-18 14:02:00,12878.0,United Kingdom,212,315.18,2021-03,,14
550327,2021-04-17 13:07:00,12878.0,United Kingdom,335,539.81,2021-04,29.0,13
566170,2021-09-09 12:11:00,12879.0,United Kingdom,58,140.5,2021-09,,12
567324,2021-09-19 14:27:00,12879.0,United Kingdom,144,367.2,2021-09,10.0,14
572852,2021-10-26 12:24:00,12879.0,United Kingdom,168,65.52,2021-10,36.0,12
546088,2021-03-09 11:44:00,12881.0,United Kingdom,21,298.0,2021-03,,11
574631,2021-11-06 11:22:00,12882.0,United Kingdom,106,471.84,2021-11,,11
579837,2021-11-30 16:18:00,12882.0,United Kingdom,140,991.2,2021-11,24.0,16
566288,2021-09-11 15:18:00,12883.0,United Kingdom,68,291.63,2021-09,,15
576382,2021-11-15 09:30:00,12883.0,United Kingdom,9,32.55,2021-11,64.0,9
576383,2021-11-15 09:31:00,12883.0,United Kingdom,65,216.47,2021-11,0.0,9
576384,2021-11-15 09:32:00,12883.0,United Kingdom,54,162.82,2021-11,0.0,9
566398,2021-09-12 13:10:00,12884.0,United Kingdom,43,309.05,2021-09,,13
562607,2021-08-08 11:45:00,12885.0,United Kingdom,346,645.35,2021-08,,11
570129,2021-10-07 13:34:00,12885.0,United Kingdom,293,519.47,2021-10,60.0,13
570130,2021-10-07 13:40:00,12885.0,United Kingdom,16,10.4,2021-10,0.0,13
551775,2021-05-04 11:21:00,12886.0,United Kingdom,416,775.0,2021-05,,11
569248,2021-10-03 10:09:00,12886.0,United Kingdom,354,603.4,2021-10,151.0,10
548177,2021-03-29 14:31:00,12888.0,United Kingdom,52,272.76,2021-03,,14
552492,2021-05-09 16:02:00,12888.0,United Kingdom,24,81.36,2021-05,41.0,16
576626,2021-11-15 17:26:00,12890.0,United Kingdom,259,380.47,2021-11,,17
544446,2021-02-20 11:28:00,12891.0,United Kingdom,100,42.0,2021-02,,11
551595,2021-05-03 11:33:00,12891.0,United Kingdom,600,204.0,2021-05,72.0,11
555834,2021-06-07 12:31:00,12891.0,United Kingdom,250,85.0,2021-06,35.0,12
575303,2021-11-09 12:34:00,12893.0,United Kingdom,96,188.14,2021-11,,12
566616,2021-09-14 08:35:00,12895.0,United Kingdom,142,267.8,2021-09,,8
573281,2021-10-28 13:51:00,12895.0,United Kingdom,68,105.0,2021-10,44.0,13
543693,2021-02-11 11:40:00,12897.0,United Kingdom,64,128.8,2021-02,,11
553839,2021-05-19 12:13:00,12897.0,United Kingdom,46,87.7,2021-05,97.0,12
546443,2021-03-14 10:41:00,12901.0,United Kingdom,480,349.8,2021-03,,10
547583,2021-03-24 11:07:00,12901.0,United Kingdom,444,562.32,2021-03,10.0,11
547706,2021-03-24 18:25:00,12901.0,United Kingdom,1108,2278.8,2021-03,0.0,18
549022,2021-04-05 16:23:00,12901.0,United Kingdom,12,83.4,2021-04,11.0,16
550608,2021-04-19 12:19:00,12901.0,United Kingdom,462,970.2,2021-04,13.0,12
550797,2021-04-20 14:40:00,12901.0,United Kingdom,88,54.72,2021-04,1.0,14
551162,2021-04-26 15:45:00,12901.0,United Kingdom,1336,339.24,2021-04,6.0,15
552837,2021-05-11 14:24:00,12901.0,United Kingdom,72,140.04,2021-05,14.0,14
552840,2021-05-11 14:25:00,12901.0,United Kingdom,116,36.24,2021-05,0.0,14
554272,2021-05-23 13:08:00,12901.0,United Kingdom,3863,2843.6,2021-05,11.0,13
554277,2021-05-23 13:20:00,12901.0,United Kingdom,120,127.2,2021-05,0.0,13
556047,2021-06-08 12:57:00,12901.0,United Kingdom,90,276.24,2021-06,15.0,12
556684,2021-06-14 09:57:00,12901.0,United Kingdom,12,83.4,2021-06,5.0,9
557212,2021-06-17 12:06:00,12901.0,United Kingdom,576,610.56,2021-06,3.0,12
557760,2021-06-22 13:57:00,12901.0,United Kingdom,598,542.7,2021-06,5.0,13
558418,2021-06-29 11:35:00,12901.0,United Kingdom,208,259.98,2021-06,6.0,11
560581,2021-07-19 15:29:00,12901.0,United Kingdom,1074,611.76,2021-07,20.0,15
561713,2021-07-29 11:56:00,12901.0,United Kingdom,473,689.27,2021-07,9.0,11
564132,2021-08-23 10:56:00,12901.0,United Kingdom,1288,780.0,2021-08,24.0,10
567309,2021-09-19 13:39:00,12901.0,United Kingdom,1788,1519.8,2021-09,27.0,13
571259,2021-10-16 10:19:00,12901.0,United Kingdom,360,306.0,2021-10,26.0,10
571261,2021-10-16 10:50:00,12901.0,United Kingdom,360,306.0,2021-10,0.0,10
573008,2021-10-27 12:26:00,12901.0,United Kingdom,4936,1146.96,2021-10,11.0,12
573982,2021-11-02 11:07:00,12901.0,United Kingdom,360,306.0,2021-11,5.0,11
576827,2021-11-16 14:28:00,12901.0,United Kingdom,720,612.0,2021-11,14.0,14
579450,2021-11-29 13:59:00,12901.0,United Kingdom,774,967.5,2021-11,12.0,13
579454,2021-11-29 14:08:00,12901.0,United Kingdom,157,70.81,2021-11,0.0,14
579936,2021-12-01 10:07:00,12901.0,United Kingdom,1200,780.0,2021-12,1.0,10
547051,2021-03-20 12:06:00,12902.0,United Kingdom,66,138.68,2021-03,,12
557469,2021-06-20 13:18:00,12904.0,United Kingdom,165,244.69,2021-06,,13
577751,2021-11-21 14:34:00,12904.0,United Kingdom,137,264.89,2021-11,154.0,14
567882,2021-09-22 15:03:00,12906.0,United Kingdom,956,1546.86,2021-09,,15
567883,2021-09-22 15:03:00,12906.0,United Kingdom,207,389.73,2021-09,0.0,15
579014,2021-11-28 09:53:00,12906.0,United Kingdom,364,552.48,2021-11,66.0,9
579015,2021-11-28 09:54:00,12906.0,United Kingdom,24,42.96,2021-11,0.0,9
579016,2021-11-28 09:55:00,12906.0,United Kingdom,198,387.78,2021-11,0.0,9
542694,2021-01-31 12:37:00,12908.0,United Kingdom,600,318.0,2021-01,,12
557092,2021-06-16 15:39:00,12908.0,United Kingdom,600,432.0,2021-06,136.0,15
548486,2021-03-31 12:51:00,12909.0,United Kingdom,167,278.65,2021-03,,12
548490,2021-03-31 13:13:00,12909.0,United Kingdom,431,624.8,2021-03,0.0,13
554084,2021-05-22 11:52:00,12909.0,United Kingdom,188,624.92,2021-05,51.0,11
566563,2021-09-13 12:22:00,12909.0,United Kingdom,250,328.98,2021-09,114.0,12
573531,2021-10-31 12:43:00,12909.0,United Kingdom,244,321.32,2021-10,48.0,12
549742,2021-04-12 10:01:00,12910.0,United Kingdom,502,720.22,2021-04,,10
554705,2021-05-26 10:12:00,12910.0,United Kingdom,126,364.38,2021-05,44.0,10
554706,2021-05-26 10:13:00,12910.0,United Kingdom,26,57.9,2021-05,0.0,10
561636,2021-07-28 14:36:00,12910.0,United Kingdom,176,344.4,2021-07,63.0,14
567823,2021-09-22 12:55:00,12910.0,United Kingdom,456,563.28,2021-09,55.0,12
569836,2021-10-06 13:06:00,12910.0,United Kingdom,220,566.4,2021-10,14.0,13
576824,2021-11-16 14:26:00,12910.0,United Kingdom,150,408.66,2021-11,41.0,14
576826,2021-11-16 14:28:00,12910.0,United Kingdom,36,49.8,2021-11,0.0,14
573334,2021-10-30 11:35:00,12912.0,United Kingdom,126,318.06,2021-10,,11
576636,2021-11-16 09:34:00,12912.0,United Kingdom,72,139.92,2021-11,16.0,9
578820,2021-11-25 13:58:00,12912.0,United Kingdom,152,400.08,2021-11,9.0,13
580053,2021-12-01 13:03:00,12912.0,United Kingdom,232,616.32,2021-12,5.0,13
581007,2021-12-07 08:55:00,12912.0,United Kingdom,88,187.92,2021-12,5.0,8
537433,2020-12-06 16:36:00,12913.0,United Kingdom,146,417.62,2020-12,,16
543748,2021-02-11 13:54:00,12913.0,United Kingdom,112,313.8,2021-02,66.0,13
545348,2021-03-02 10:49:00,12913.0,United Kingdom,87,134.97,2021-03,18.0,10
578362,2021-11-24 10:39:00,12913.0,United Kingdom,551,1082.14,2021-11,266.0,10
580630,2021-12-05 12:11:00,12913.0,United Kingdom,523,535.1,2021-12,11.0,12
536707,2020-12-02 12:33:00,12915.0,United Kingdom,41,199.65,2020-12,,12
559982,2021-07-14 11:34:00,12915.0,United Kingdom,52,164.0,2021-07,223.0,11
541838,2021-01-23 10:43:00,12916.0,United Kingdom,325,847.85,2021-01,,10
547839,2021-03-27 10:54:00,12916.0,United Kingdom,280,649.78,2021-03,63.0,10
554066,2021-05-22 10:40:00,12916.0,United Kingdom,251,815.15,2021-05,55.0,10
561024,2021-07-24 10:35:00,12916.0,United Kingdom,263,693.37,2021-07,62.0,10
562270,2021-08-03 16:42:00,12917.0,United Kingdom,120,594.0,2021-08,,16
557797,2021-06-23 09:22:00,12919.0,United Kingdom,108,206.2,2021-06,,9
559823,2021-07-12 17:21:00,12919.0,United Kingdom,32,52.8,2021-07,19.0,17
563251,2021-08-15 11:39:00,12919.0,United Kingdom,63,182.65,2021-08,33.0,11
574963,2021-11-08 10:27:00,12919.0,United Kingdom,178,336.12,2021-11,84.0,10
578128,2021-11-23 10:38:00,12919.0,United Kingdom,156,269.52,2021-11,15.0,10
580070,2021-12-01 13:47:00,12919.0,United Kingdom,136,287.9,2021-12,8.0,13
578057,2021-11-22 15:05:00,12920.0,United Kingdom,129,164.23,2021-11,,15
536561,2020-12-01 15:06:00,12921.0,United Kingdom,140,322.4,2020-12,,15
537683,2020-12-08 10:14:00,12921.0,United Kingdom,240,365.4,2020-12,6.0,10
540149,2021-01-05 11:00:00,12921.0,United Kingdom,344,481.7,2021-01,28.0,11
543759,2021-02-11 15:12:00,12921.0,United Kingdom,252,377.48,2021-02,37.0,15
545022,2021-02-25 14:24:00,12921.0,United Kingdom,229,522.75,2021-02,13.0,14
545023,2021-02-25 14:25:00,12921.0,United Kingdom,552,678.15,2021-02,0.0,14
545154,2021-02-28 13:09:00,12921.0,United Kingdom,206,425.5,2021-02,2.0,13
547066,2021-03-20 13:41:00,12921.0,United Kingdom,429,562.63,2021-03,20.0,13
547067,2021-03-20 13:43:00,12921.0,United Kingdom,324,501.24,2021-03,0.0,13
552185,2021-05-06 13:52:00,12921.0,United Kingdom,292,464.01,2021-05,47.0,13
552186,2021-05-06 13:53:00,12921.0,United Kingdom,326,483.02,2021-05,0.0,13
552715,2021-05-11 09:35:00,12921.0,United Kingdom,146,305.26,2021-05,4.0,9
552716,2021-05-11 09:36:00,12921.0,United Kingdom,6,24.9,2021-05,0.0,9
556021,2021-06-08 12:03:00,12921.0,United Kingdom,317,477.68,2021-06,28.0,12
556022,2021-06-08 12:04:00,12921.0,United Kingdom,40,79.2,2021-06,0.0,12
558879,2021-07-04 14:07:00,12921.0,United Kingdom,204,369.56,2021-07,26.0,14
558880,2021-07-04 14:08:00,12921.0,United Kingdom,8,70.8,2021-07,0.0,14
559144,2021-07-06 14:17:00,12921.0,United Kingdom,161,312.75,2021-07,2.0,14
559146,2021-07-06 14:18:00,12921.0,United Kingdom,244,615.3,2021-07,0.0,14
561794,2021-07-29 13:11:00,12921.0,United Kingdom,340,462.91,2021-07,22.0,13
561817,2021-07-29 15:51:00,12921.0,United Kingdom,170,361.46,2021-07,0.0,15
561906,2021-08-01 10:03:00,12921.0,United Kingdom,471,660.45,2021-08,2.0,10
565317,2021-09-02 13:00:00,12921.0,United Kingdom,288,598.38,2021-09,32.0,13
565318,2021-09-02 13:01:00,12921.0,United Kingdom,322,560.54,2021-09,0.0,13
566721,2021-09-14 12:50:00,12921.0,United Kingdom,203,490.95,2021-09,11.0,12
566774,2021-09-15 09:44:00,12921.0,United Kingdom,116,272.1,2021-09,0.0,9
567145,2021-09-16 15:09:00,12921.0,United Kingdom,354,549.46,2021-09,1.0,15
572452,2021-10-24 12:36:00,12921.0,United Kingdom,262,354.98,2021-10,37.0,12
572451,2021-10-24 12:36:00,12921.0,United Kingdom,470,792.76,2021-10,0.0,12
572453,2021-10-24 12:37:00,12921.0,United Kingdom,55,180.33,2021-10,0.0,12
575198,2021-11-09 09:47:00,12921.0,United Kingdom,19,71.25,2021-11,15.0,9
575199,2021-11-09 09:48:00,12921.0,United Kingdom,439,725.22,2021-11,0.0,9
575200,2021-11-09 09:50:00,12921.0,United Kingdom,6,12.48,2021-11,0.0,9
577741,2021-11-21 13:40:00,12921.0,United Kingdom,201,467.11,2021-11,12.0,13
578485,2021-11-24 12:52:00,12921.0,United Kingdom,516,810.76,2021-11,2.0,12
579843,2021-11-30 16:21:00,12921.0,United Kingdom,640,1348.58,2021-11,6.0,16
579846,2021-11-30 16:22:00,12921.0,United Kingdom,194,427.64,2021-11,0.0,16
558738,2021-07-01 15:35:00,12922.0,United Kingdom,370,405.38,2021-07,,15
569901,2021-10-06 16:20:00,12923.0,United Kingdom,69,176.97,2021-10,,16
541242,2021-01-16 11:49:00,12924.0,United Kingdom,17,58.19,2021-01,,11
546035,2021-03-09 09:50:00,12924.0,United Kingdom,76,229.8,2021-03,51.0,9
554655,2021-05-25 13:35:00,12924.0,United Kingdom,192,367.28,2021-05,77.0,13
566421,2021-09-12 13:55:00,12924.0,United Kingdom,196,278.43,2021-09,110.0,13
568230,2021-09-26 11:05:00,12925.0,United Kingdom,258,368.31,2021-09,,11
580599,2021-12-05 11:11:00,12925.0,United Kingdom,283,325.74,2021-12,70.0,11
539043,2020-12-15 15:45:00,12928.0,United Kingdom,250,392.34,2020-12,,15
549749,2021-04-12 10:45:00,12928.0,United Kingdom,236,387.7,2021-04,117.0,10
560107,2021-07-15 08:09:00,12928.0,United Kingdom,204,356.1,2021-07,93.0,8
572563,2021-10-25 09:31:00,12928.0,United Kingdom,216,334.0,2021-10,102.0,9
574533,2021-11-04 14:24:00,12928.0,United Kingdom,566,592.56,2021-11,10.0,14
542865,2021-02-01 12:08:00,12929.0,United Kingdom,37,117.85,2021-02,,12
557616,2021-06-21 13:25:00,12930.0,United Kingdom,108,221.56,2021-06,,13
567886,2021-09-22 15:18:00,12930.0,United Kingdom,144,194.24,2021-09,93.0,15
539332,2020-12-17 09:45:00,12931.0,United Kingdom,200,144.0,2020-12,,9
539460,2020-12-17 18:07:00,12931.0,United Kingdom,20,33.0,2020-12,0.0,18
543994,2021-02-15 10:41:00,12931.0,United Kingdom,1280,1696.4,2021-02,59.0,10
546560,2021-03-15 10:26:00,12931.0,United Kingdom,50,62.5,2021-03,27.0,10
550122,2021-04-14 12:39:00,12931.0,United Kingdom,1176,1488.0,2021-04,30.0,12
553928,2021-05-20 10:02:00,12931.0,United Kingdom,472,392.4,2021-05,35.0,10
553929,2021-05-20 10:04:00,12931.0,United Kingdom,72,104.4,2021-05,0.0,10
562439,2021-08-04 18:06:00,12931.0,United Kingdom,11848,18841.48,2021-08,76.0,18
562440,2021-08-04 18:07:00,12931.0,United Kingdom,48,204.0,2021-08,0.0,18
563074,2021-08-11 15:58:00,12931.0,United Kingdom,6098,9349.72,2021-08,6.0,15
564814,2021-08-30 11:54:00,12931.0,United Kingdom,120,214.8,2021-08,18.0,11
569334,2021-10-03 13:53:00,12931.0,United Kingdom,1514,1909.36,2021-10,34.0,13
575335,2021-11-09 13:56:00,12931.0,United Kingdom,3684,4961.2,2021-11,37.0,13
577021,2021-11-17 12:39:00,12931.0,United Kingdom,906,2209.74,2021-11,7.0,12
577289,2021-11-18 12:39:00,12931.0,United Kingdom,516,444.96,2021-11,1.0,12
545276,2021-03-01 11:30:00,12933.0,United Kingdom,65,110.75,2021-03,,11
557639,2021-06-21 16:13:00,12933.0,United Kingdom,313,246.74,2021-06,112.0,16
576614,2021-11-15 16:38:00,12933.0,United Kingdom,121,250.04,2021-11,147.0,16
541972,2021-01-24 13:58:00,12935.0,United Kingdom,325,431.63,2021-01,,13
554009,2021-05-20 12:38:00,12935.0,United Kingdom,303,434.6,2021-05,115.0,12
559903,2021-07-13 13:16:00,12935.0,United Kingdom,318,353.09,2021-07,54.0,13
564034,2021-08-22 12:22:00,12935.0,United Kingdom,322,316.02,2021-08,39.0,12
575937,2021-11-13 11:24:00,12935.0,United Kingdom,255,281.58,2021-11,82.0,11
581195,2021-12-07 17:22:00,12935.0,United Kingdom,6,12.48,2021-12,24.0,17
581196,2021-12-07 17:25:00,12935.0,United Kingdom,324,331.3,2021-12,0.0,17
567859,2021-09-22 13:51:00,12936.0,United Kingdom,434,798.46,2021-09,,13
577166,2021-11-18 10:37:00,12936.0,United Kingdom,40,102.0,2021-11,56.0,10
578096,2021-11-22 17:26:00,12936.0,United Kingdom,32,83.96,2021-11,4.0,17
578098,2021-11-22 17:32:00,12936.0,United Kingdom,53,79.48,2021-11,0.0,17
546857,2021-03-17 14:19:00,12937.0,United Kingdom,192,217.43,2021-03,,14
554822,2021-05-26 14:17:00,12937.0,United Kingdom,76,210.8,2021-05,69.0,14
568919,2021-09-29 14:38:00,12937.0,United Kingdom,253,398.21,2021-09,126.0,14
578551,2021-11-24 15:05:00,12937.0,United Kingdom,486,677.83,2021-11,56.0,15
576182,2021-11-14 11:21:00,12938.0,United Kingdom,140,114.14,2021-11,,11
540507,2021-01-09 11:20:00,12939.0,United Kingdom,552,1933.2,2021-01,,11
543829,2021-02-14 09:47:00,12939.0,United Kingdom,1536,3376.08,2021-02,35.0,9
546411,2021-03-11 16:43:00,12939.0,United Kingdom,736,1919.04,2021-03,25.0,16
561048,2021-07-24 12:51:00,12939.0,United Kingdom,384,761.76,2021-07,134.0,12
567633,2021-09-21 13:34:00,12939.0,United Kingdom,144,346.32,2021-09,59.0,13
567634,2021-09-21 13:35:00,12939.0,United Kingdom,348,699.72,2021-09,0.0,13
569857,2021-10-06 14:31:00,12939.0,United Kingdom,744,1658.16,2021-10,15.0,14
569858,2021-10-06 14:33:00,12939.0,United Kingdom,432,887.52,2021-10,0.0,14
566488,2021-09-13 10:16:00,12940.0,United Kingdom,95,361.27,2021-09,,10
571270,2021-10-16 12:09:00,12940.0,United Kingdom,316,552.27,2021-10,33.0,12
537885,2020-12-09 09:34:00,12942.0,United Kingdom,69,258.75,2020-12,,9
554718,2021-05-26 11:16:00,12942.0,United Kingdom,35,137.77,2021-05,168.0,11
561893,2021-07-31 14:39:00,12942.0,United Kingdom,99,287.38,2021-07,66.0,14
539497,2020-12-20 10:41:00,12944.0,United Kingdom,145,286.95,2020-12,,10
574387,2021-11-04 11:04:00,12944.0,United Kingdom,144,317.56,2021-11,319.0,11
544907,2021-02-24 14:15:00,12945.0,United Kingdom,165,462.95,2021-02,,14
536582,2020-12-01 16:21:00,12947.0,United Kingdom,184,304.04,2020-12,,16
540404,2021-01-07 09:40:00,12947.0,United Kingdom,235,301.66,2021-01,36.0,9
550522,2021-04-19 10:04:00,12947.0,United Kingdom,478,429.57,2021-04,102.0,10
556125,2021-06-09 10:20:00,12947.0,United Kingdom,136,303.62,2021-06,51.0,10
556454,2021-06-10 16:37:00,12947.0,United Kingdom,48,40.8,2021-06,1.0,16
560454,2021-07-19 10:06:00,12947.0,United Kingdom,84,224.3,2021-07,38.0,10
547030,2021-03-20 10:17:00,12948.0,United Kingdom,168,371.8,2021-03,,10
547573,2021-03-24 10:04:00,12948.0,United Kingdom,100,157.16,2021-03,3.0,10
552330,2021-05-09 10:13:00,12948.0,United Kingdom,120,357.3,2021-05,46.0,10
564661,2021-08-26 14:45:00,12948.0,United Kingdom,411,537.7,2021-08,109.0,14
570682,2021-10-11 15:53:00,12948.0,United Kingdom,153,303.37,2021-10,46.0,15
572914,2021-10-26 16:25:00,12948.0,United Kingdom,68,127.68,2021-10,15.0,16
578322,2021-11-23 17:10:00,12948.0,United Kingdom,60,209.94,2021-11,28.0,17
548648,2021-04-01 13:20:00,12949.0,United Kingdom,909,1534.3,2021-04,,13
553505,2021-05-17 13:27:00,12949.0,United Kingdom,350,677.8,2021-05,46.0,13
553506,2021-05-17 13:29:00,12949.0,United Kingdom,20,38.6,2021-05,0.0,13
561933,2021-08-01 12:56:00,12949.0,United Kingdom,434,678.47,2021-08,75.0,12
561952,2021-08-01 13:02:00,12949.0,United Kingdom,28,59.4,2021-08,0.0,13
561955,2021-08-01 13:03:00,12949.0,United Kingdom,18,35.1,2021-08,0.0,13
563578,2021-08-17 15:11:00,12949.0,United Kingdom,289,425.75,2021-08,16.0,15
575221,2021-11-09 11:25:00,12949.0,United Kingdom,333,717.8,2021-11,83.0,11
576571,2021-11-15 13:48:00,12950.0,United Kingdom,164,311.6,2021-11,,13
580111,2021-12-01 15:55:00,12950.0,United Kingdom,716,1171.4,2021-12,16.0,15
581138,2021-12-07 13:17:00,12950.0,United Kingdom,500,360.0,2021-12,5.0,13
541002,2021-01-13 10:33:00,12951.0,United Kingdom,135,188.69,2021-01,,10
541876,2021-01-24 10:05:00,12951.0,United Kingdom,38,117.4,2021-01,10.0,10
548911,2021-04-05 09:09:00,12951.0,United Kingdom,55,155.19,2021-04,70.0,9
553909,2021-05-19 19:00:00,12951.0,United Kingdom,45,163.6,2021-05,44.0,19
557258,2021-06-19 10:35:00,12951.0,United Kingdom,58,126.9,2021-06,30.0,10
580030,2021-12-01 12:14:00,12951.0,United Kingdom,172,312.29,2021-12,165.0,12
567905,2021-09-22 16:37:00,12952.0,United Kingdom,408,731.54,2021-09,,16
573134,2021-10-27 16:59:00,12952.0,United Kingdom,25,74.65,2021-10,35.0,16
573135,2021-10-27 17:00:00,12952.0,United Kingdom,101,283.87,2021-10,0.0,17
580389,2021-12-04 10:35:00,12952.0,United Kingdom,119,297.73,2021-12,37.0,10
579533,2021-11-30 09:24:00,12953.0,United Kingdom,84,329.85,2021-11,,9
546781,2021-03-17 09:03:00,12955.0,United Kingdom,404,473.82,2021-03,,9
551872,2021-05-04 17:19:00,12955.0,United Kingdom,124,206.6,2021-05,48.0,17
553926,2021-05-20 09:47:00,12955.0,United Kingdom,20,17.0,2021-05,15.0,9
557973,2021-06-24 10:26:00,12955.0,United Kingdom,204,293.96,2021-06,35.0,10
560483,2021-07-19 10:49:00,12955.0,United Kingdom,350,355.54,2021-07,25.0,10
566023,2021-09-08 12:48:00,12955.0,United Kingdom,424,496.44,2021-09,51.0,12
571708,2021-10-18 15:42:00,12955.0,United Kingdom,280,269.76,2021-10,40.0,15
574029,2021-11-02 12:34:00,12955.0,United Kingdom,720,994.8,2021-11,14.0,12
578118,2021-11-23 10:08:00,12955.0,United Kingdom,620,842.02,2021-11,20.0,10
580057,2021-12-01 13:18:00,12955.0,United Kingdom,250,460.3,2021-12,8.0,13
581438,2021-12-08 16:29:00,12955.0,United Kingdom,268,346.92,2021-12,7.0,16
543282,2021-02-06 16:08:00,12956.0,United Kingdom,34,108.07,2021-02,,16
540019,2021-01-04 12:18:00,12957.0,United Kingdom,352,413.68,2021-01,,12
547962,2021-03-28 15:38:00,12957.0,United Kingdom,251,330.51,2021-03,83.0,15
553832,2021-05-19 11:38:00,12957.0,United Kingdom,425,384.58,2021-05,51.0,11
555647,2021-06-06 13:43:00,12957.0,United Kingdom,220,586.52,2021-06,18.0,13
